Date,Open,High,Low,Close,Adj Close,Volume
2005-12-09,126.160004,126.779999,125.820000,126.330002,92.029793,50744500
2005-12-12,126.709999,126.860001,125.959999,126.449997,92.117233,48389900
2005-12-13,126.419998,127.699997,126.290001,127.309998,92.743729,88630900
2005-12-14,127.190002,128.089996,127.139999,127.809998,93.107979,64375000
2005-12-15,127.839996,128.000000,127.180000,127.440002,92.838402,55900300
2005-12-16,127.279999,127.360001,126.360001,126.360001,92.539635,46238300
2005-12-19,126.730003,126.870003,125.690002,125.709999,92.063576,48733000
2005-12-20,125.860001,126.589996,125.480003,125.830002,92.151459,46603200
2005-12-21,126.220001,126.760002,125.800003,126.029999,92.297935,51806900
2005-12-22,126.309998,126.690002,126.080002,126.690002,92.781319,32247900
2005-12-23,126.779999,126.860001,126.419998,126.760002,92.832558,27977300
2005-12-27,126.959999,127.050003,125.379997,125.470001,91.887817,44499500
2005-12-28,125.739998,125.989998,125.500000,125.750000,92.092888,30764300
2005-12-29,125.720001,125.959999,125.059998,125.190002,91.682785,32788900
2005-12-30,124.800003,125.059998,124.360001,124.510002,91.184769,44645600
2006-01-03,125.190002,127.000000,124.389999,126.699997,92.788620,73256700
2006-01-04,126.860001,127.489998,126.699997,127.300003,93.228027,51899600
2006-01-05,127.150002,127.589996,126.879997,127.379997,93.286652,47307500
2006-01-06,128.020004,128.580002,127.360001,128.440002,94.062897,62885900
2006-01-09,128.419998,129.059998,128.380005,128.770004,94.304588,43527400
2006-01-10,128.389999,128.979996,128.259995,128.899994,94.399773,44960800
2006-01-11,129.020004,129.440002,128.729996,129.309998,94.700066,49598900
2006-01-12,129.080002,129.279999,128.440002,128.800003,94.326553,40509200
2006-01-13,128.570007,128.899994,128.199997,128.679993,94.238670,44856700
2006-01-17,128.199997,128.419998,127.809998,128.330002,93.982353,52066600
2006-01-18,127.580002,128.899994,127.160004,127.820000,93.608841,75067600
2006-01-19,128.130005,128.770004,127.809998,128.309998,93.967674,81530400
2006-01-20,128.279999,128.309998,125.970001,125.970001,92.253983,114957800
2006-01-23,126.209999,126.820000,126.129997,126.419998,92.583565,67017400
2006-01-24,126.629997,127.150002,126.419998,126.550003,92.678764,53008800
2006-01-25,127.040001,127.180000,125.839996,126.660004,92.759331,87747700
2006-01-26,127.250000,127.669998,126.760002,127.360001,93.271957,71294000
2006-01-27,127.660004,128.660004,127.449997,128.539993,94.136162,65771200
2006-01-30,128.440002,128.809998,128.350006,128.440002,94.062897,33709600
2006-01-31,128.320007,128.539993,127.489998,127.500000,93.374496,72937000
2006-02-01,127.820000,128.429993,127.720001,128.389999,94.026291,63561000
2006-02-02,128.100006,128.139999,126.800003,126.900002,92.935074,83626900
2006-02-03,126.580002,128.389999,126.139999,126.269997,92.473701,86040400
2006-02-06,126.440002,126.800003,126.169998,126.599998,92.715385,45511900
2006-02-07,126.379997,126.660004,125.400002,125.480003,91.895126,71208100
2006-02-08,125.849998,128.100006,125.599998,126.620003,92.730026,59422200
2006-02-09,126.919998,127.599998,126.370003,126.410004,92.576218,62023300
2006-02-10,126.430000,127.129997,125.449997,126.639999,92.744690,64508700
2006-02-13,126.599998,126.790001,125.949997,126.410004,92.576218,52308700
2006-02-14,126.459999,128.029999,126.209999,127.750000,93.557549,90964400
2006-02-15,127.680000,128.320007,127.239998,128.199997,93.887123,85471300
2006-02-16,128.339996,129.210007,128.179993,129.160004,94.590195,61017900
2006-02-17,129.050003,129.160004,128.580002,128.809998,94.333870,40342600
2006-02-21,129.110001,129.399994,128.289993,128.490005,94.099525,46456300
2006-02-22,128.770004,129.649994,128.649994,129.270004,94.670738,42326700
2006-02-23,129.270004,129.639999,128.279999,129.080002,94.531631,43423200
2006-02-24,129.110001,129.479996,128.759995,129.410004,94.773285,36777400
2006-02-27,129.399994,130.039993,129.279999,129.460007,94.809929,35858600
2006-02-28,129.199997,129.910004,128.130005,128.229996,93.909111,74394800
2006-03-01,128.600006,129.490005,128.500000,129.369995,94.743958,48641600
2006-03-02,128.899994,129.419998,128.610001,129.360001,94.736656,60642300
2006-03-03,128.669998,130.070007,128.649994,128.759995,94.297249,73402500
2006-03-06,129.139999,129.179993,127.849998,128.169998,93.865181,57478400
2006-03-07,127.860001,128.059998,127.400002,127.970001,93.718666,61780800
2006-03-08,127.699997,128.440002,127.180000,128.240005,93.916443,66692400
2006-03-09,128.279999,128.679993,127.379997,127.379997,93.286652,56313600
2006-03-10,127.709999,128.839996,127.440002,128.589996,94.172745,60490800
2006-03-13,128.839996,129.160004,128.529999,128.830002,94.348488,45479100
2006-03-14,128.710007,130.229996,128.610001,130.179993,95.337204,69877300
2006-03-15,130.149994,130.860001,129.850006,130.759995,95.761940,53398900
2006-03-16,131.009995,131.470001,130.839996,131.029999,95.959694,65526400
2006-03-17,130.679993,130.899994,130.380005,130.619995,96.039818,47286800
2006-03-20,130.639999,130.899994,130.210007,130.410004,95.885445,45538500
2006-03-21,130.369995,130.990005,129.449997,129.589996,95.282501,87102700
2006-03-22,129.509995,130.509995,129.449997,130.380005,95.863373,51605700
2006-03-23,130.259995,130.389999,129.660004,130.110001,95.664841,46704200
2006-03-24,129.990005,130.570007,129.740005,130.210007,95.738373,43209200
2006-03-27,130.029999,130.279999,129.740005,130.020004,95.598717,32523000
2006-03-28,129.929993,130.529999,129.050003,129.220001,95.010490,82079900
2006-03-29,129.410004,130.500000,129.289993,130.029999,95.606026,61505700
2006-03-30,130.110001,130.979996,129.550003,129.800003,95.436897,70571700
2006-03-31,130.020004,130.240005,129.369995,129.830002,95.458977,62925600
2006-04-03,130.070007,130.869995,129.490005,129.729996,95.385414,61624700
2006-04-04,129.729996,130.729996,129.360001,130.559998,95.995720,54809300
2006-04-05,130.610001,131.279999,130.380005,131.009995,96.326553,50607200
2006-04-06,130.850006,131.210007,130.190002,130.869995,96.223640,57906200
2006-04-07,131.059998,131.399994,129.350006,129.539993,95.245720,80180900
2006-04-10,129.740005,130.080002,129.259995,129.740005,95.392807,41496500
2006-04-11,129.850006,130.059998,128.250000,128.639999,94.584030,72799400
2006-04-12,128.770004,129.130005,128.610001,128.880005,94.760513,43033700
2006-04-13,128.589996,129.250000,128.309998,128.710007,94.635468,51051800
2006-04-17,128.830002,129.309998,128.020004,128.660004,94.598717,64167700
2006-04-18,128.929993,130.940002,128.929993,130.699997,96.098663,92531800
2006-04-19,130.750000,131.070007,130.240005,130.949997,96.282440,87269000
2006-04-20,131.000000,131.860001,130.600006,131.130005,96.414825,86005500
2006-04-21,131.690002,131.789993,130.619995,131.149994,96.429504,72342600
2006-04-24,130.889999,131.070007,130.380005,130.910004,96.253059,52546400
2006-04-25,131.039993,131.119995,129.919998,130.369995,95.856003,84359800
2006-04-26,130.500000,131.139999,130.300003,130.399994,95.878021,67262400
2006-04-27,129.899994,131.630005,129.589996,131.029999,96.341316,124478600
2006-04-28,130.789993,131.750000,130.710007,131.470001,96.664803,55854400
2006-05-01,131.470001,131.800003,130.320007,130.399994,95.878021,64990300
2006-05-02,131.009995,131.460007,130.740005,131.380005,96.598602,49063500
2006-05-03,131.149994,131.320007,130.449997,130.889999,96.238350,60821300
2006-05-04,131.080002,131.619995,130.970001,131.360001,96.583923,42921400
2006-05-05,132.050003,132.800003,131.850006,132.520004,97.436852,62588200
2006-05-08,132.509995,132.770004,132.360001,132.360001,97.319145,30016700
2006-05-09,132.419998,132.770004,132.309998,132.619995,97.510345,29864000
2006-05-10,132.410004,132.750000,131.889999,132.550003,97.458870,64378200
2006-05-11,132.509995,132.550003,130.520004,130.949997,96.282440,80626900
2006-05-12,130.360001,130.720001,129.190002,129.240005,95.025177,91726500
2006-05-15,128.789993,129.740005,128.610001,129.500000,95.216331,84029300
2006-05-16,129.759995,130.000000,129.009995,129.309998,95.076614,62137600
2006-05-17,128.669998,129.100006,126.769997,126.849998,93.267899,144789500
2006-05-18,127.349998,127.750000,126.110001,126.209999,92.797333,87906300
2006-05-19,126.870003,127.489998,125.800003,127.099998,93.451691,124309400
2006-05-22,126.279999,127.169998,125.500000,126.129997,92.738503,110852800
2006-05-23,127.180000,127.629997,125.169998,125.169998,92.032616,92006500
2006-05-24,125.680000,126.889999,124.760002,126.169998,92.767937,168405000
2006-05-25,126.919998,127.730003,126.430000,127.730003,93.914932,78977900
2006-05-26,128.009995,128.380005,127.510002,128.380005,94.392845,62989700
2006-05-30,127.970001,128.000000,126.050003,126.099998,92.716446,72419900
2006-05-31,126.620003,127.510002,126.199997,127.510002,93.753151,86926200
2006-06-01,127.379997,128.940002,127.269997,128.729996,94.650185,73721700
2006-06-02,129.250000,129.429993,128.320007,129.000000,94.848701,91702600
2006-06-05,128.850006,128.860001,126.769997,127.120003,93.466423,86105100
2006-06-06,127.209999,127.379997,125.760002,126.809998,93.238472,130498600
2006-06-07,126.910004,127.650002,125.790001,125.860001,92.539955,108599400
2006-06-08,125.580002,126.500000,123.870003,125.750000,92.459114,204957200
2006-06-09,126.360001,126.959999,125.290001,125.349998,92.164993,94972200
2006-06-12,125.879997,125.930000,123.820000,123.989998,91.165039,95815900
2006-06-13,123.739998,124.839996,122.550003,122.550003,90.106255,185688800
2006-06-14,122.839996,123.629997,122.339996,123.500000,90.804756,163566400
2006-06-15,123.949997,126.360001,123.860001,126.120003,92.731163,134057000
2006-06-16,125.290001,125.559998,124.459999,124.650002,92.055397,94253500
2006-06-19,125.400002,125.480003,123.550003,123.669998,91.331657,95804400
2006-06-20,124.010002,124.809998,123.720001,124.089996,91.641823,65494700
2006-06-21,124.000000,125.699997,123.959999,125.010002,92.321266,75008200
2006-06-22,124.949997,125.059998,124.040001,124.459999,91.915092,74566100
2006-06-23,124.330002,125.300003,124.029999,124.440002,91.900337,54107000
2006-06-26,124.540001,125.059998,124.250000,124.989998,92.306526,37899600
2006-06-27,125.010002,125.290001,123.769997,123.910004,91.508904,69780200
2006-06-28,124.190002,124.769997,123.650002,124.750000,92.129242,62368100
2006-06-29,125.199997,127.349998,125.169998,127.269997,93.990295,110634800
2006-06-30,127.540001,127.660004,126.959999,127.279999,93.997719,54227800
2006-07-03,127.430000,128.009995,127.309998,127.800003,94.381714,23914000
2006-07-05,127.290001,127.449997,126.519997,127.070000,93.842621,69653400
2006-07-06,127.199997,127.849998,127.080002,127.440002,94.115868,50100300
2006-07-07,127.190002,127.559998,126.290001,126.610001,93.502892,81626500
2006-07-10,126.940002,127.430000,126.410004,126.849998,93.680145,60964100
2006-07-11,126.610001,127.410004,125.940002,127.410004,94.093697,73640800
2006-07-12,127.150002,127.400002,125.720001,126.050003,93.089310,82561300
2006-07-13,125.449997,125.680000,124.000000,124.000000,91.575371,102405700
2006-07-14,124.129997,124.260002,122.830002,123.519997,91.220879,103242500
2006-07-17,123.519997,124.099998,123.150002,123.339996,91.087936,81159000
2006-07-18,123.709999,124.050003,122.389999,123.970001,91.553207,122771000
2006-07-19,124.180000,126.260002,123.720001,125.690002,92.823433,133565300
2006-07-20,126.120003,126.300003,124.660004,124.830002,92.188332,112259800
2006-07-21,125.150002,125.190002,123.820000,123.949997,91.538429,101560000
2006-07-24,124.440002,126.320000,124.440002,126.209999,93.207527,92884000
2006-07-25,125.980003,127.300003,125.720001,126.660004,93.539825,95480700
2006-07-26,126.589996,127.449997,126.180000,126.830002,93.665367,84525800
2006-07-27,127.379997,127.690002,126.199997,126.709999,93.576744,87257100
2006-07-28,127.040001,128.139999,126.860001,127.980003,94.514671,82137000
2006-07-31,127.660004,127.959999,127.449997,127.849998,94.418625,49593100
2006-08-01,127.339996,127.379997,126.599998,127.220001,93.953384,65225600
2006-08-02,127.580002,128.460007,127.550003,128.080002,94.588501,64770900
2006-08-03,127.339996,128.550003,127.150002,128.419998,94.839592,63693800
2006-08-04,129.080002,129.429993,127.480003,128.199997,94.677132,96294200
2006-08-07,127.900002,128.080002,127.400002,127.900002,94.455574,45377300
2006-08-08,128.089996,128.460007,126.949997,127.410004,94.093697,90901300
2006-08-09,128.179993,128.600006,126.610001,126.980003,93.776100,78910600
2006-08-10,126.580002,127.500000,126.279999,127.370003,94.064163,69322300
2006-08-11,127.169998,127.199997,126.389999,127.010002,93.798309,47482200
2006-08-14,127.629997,128.160004,126.919998,127.110001,93.872139,57839000
2006-08-15,128.250000,128.869995,127.900002,128.630005,94.994705,68143000
2006-08-16,129.320007,129.889999,129.039993,129.699997,95.784859,71737600
2006-08-17,129.580002,130.369995,129.490005,130.029999,96.028603,70992800
2006-08-18,130.190002,130.690002,129.589996,130.690002,96.516006,58288400
2006-08-21,130.179993,130.279999,129.800003,130.130005,96.102448,42133600
2006-08-22,129.990005,130.520004,129.679993,130.119995,96.095070,60839900
2006-08-23,130.179993,130.440002,129.190002,129.759995,95.829185,66592100
2006-08-24,129.990005,130.100006,129.399994,129.649994,95.747955,57983000
2006-08-25,129.639999,130.250000,129.550003,129.809998,95.866112,41756000
2006-08-28,129.649994,130.820007,129.639999,130.429993,96.324005,52681500
2006-08-29,130.490005,130.830002,129.809998,130.580002,96.434792,61817800
2006-08-30,130.869995,131.039993,130.550003,130.660004,96.493874,50052200
2006-08-31,130.850006,130.990005,130.580002,130.639999,96.479088,37510300
2006-09-01,131.139999,131.580002,130.839996,131.419998,97.055107,48794500
2006-09-05,131.509995,131.850006,131.199997,131.669998,97.239723,52348300
2006-09-06,131.110001,131.160004,130.330002,130.509995,96.383049,53795600
2006-09-07,130.059998,130.570007,129.350006,129.910004,95.939980,86269400
2006-09-08,130.080002,130.460007,129.830002,130.279999,96.213249,45096300
2006-09-11,129.860001,130.690002,129.479996,130.410004,96.309242,68496600
2006-09-12,130.559998,131.839996,130.369995,131.690002,97.254509,69875600
2006-09-13,131.639999,132.449997,131.520004,132.220001,97.645927,62898400
2006-09-14,131.960007,132.240005,131.750000,132.229996,97.653313,57805400
2006-09-15,132.309998,132.389999,131.679993,131.960007,97.882538,76703100
2006-09-18,131.789993,132.389999,131.649994,132.139999,98.016022,64154100
2006-09-19,132.119995,132.130005,131.070007,131.809998,97.771240,92089100
2006-09-20,132.250000,132.770004,132.059998,132.509995,98.290459,75204100
2006-09-21,132.610001,132.750000,131.419998,131.869995,97.815758,88932500
2006-09-22,131.669998,131.679993,131.000000,131.470001,97.519096,65966800
2006-09-25,131.729996,132.850006,131.050003,132.479996,98.268257,92299100
2006-09-26,132.500000,133.600006,132.399994,133.580002,99.084175,73962700
2006-09-27,133.490005,133.970001,133.270004,133.740005,99.202858,82432200
2006-09-28,133.740005,133.990005,133.279999,133.690002,99.165764,58597500
2006-09-29,133.800003,133.940002,133.479996,133.580002,99.084175,47966600
2006-10-02,133.539993,133.830002,132.949997,133.080002,98.713287,51687400
2006-10-03,132.889999,133.869995,132.649994,133.360001,98.921005,73108100
2006-10-04,133.229996,135.000000,133.080002,134.919998,100.078102,80890500
2006-10-05,134.919998,135.410004,134.750000,135.179993,100.270996,60505900
2006-10-06,134.949997,135.100006,134.399994,135.009995,100.144852,64983600
2006-10-09,134.850006,135.300003,134.639999,135.089996,100.204239,41176800
2006-10-10,135.100006,135.449997,134.839996,135.270004,100.337753,56403700
2006-10-11,134.839996,135.429993,134.300003,135.110001,100.219116,104071800
2006-10-12,135.449997,136.389999,135.399994,136.279999,101.086922,59158600
2006-10-13,136.160004,136.710007,136.039993,136.630005,101.346550,53944000
2006-10-16,136.520004,137.050003,136.419998,136.839996,101.502327,42273000
2006-10-17,136.470001,136.699997,135.669998,136.410004,101.183319,90500600
2006-10-18,137.039993,137.369995,136.100006,136.589996,101.316887,86848600
2006-10-19,136.389999,136.880005,136.229996,136.809998,101.480042,64063200
2006-10-20,136.839996,136.949997,136.330002,136.839996,101.502327,48094500
2006-10-23,136.559998,137.800003,136.389999,137.470001,101.969650,66219900
2006-10-24,137.279999,137.929993,137.220001,137.880005,102.273712,53234900
2006-10-25,137.740005,138.410004,137.509995,138.350006,102.622368,78105400
2006-10-26,138.660004,139.000000,137.979996,138.779999,102.941307,66843700
2006-10-27,138.610001,138.750000,137.630005,137.910004,102.295998,80238000
2006-10-30,137.660004,138.199997,137.399994,137.809998,102.221809,49717800
2006-10-31,138.070007,138.259995,137.250000,137.789993,102.207001,71274100
2006-11-01,138.220001,138.309998,136.720001,136.860001,101.517151,83005600
2006-11-02,136.509995,137.009995,136.360001,136.779999,101.457817,60693100
2006-11-03,137.270004,137.389999,135.619995,136.539993,101.279793,71346400
2006-11-06,136.960007,138.279999,136.949997,138.080002,102.422119,63303300
2006-11-07,138.199997,138.979996,138.000000,138.610001,102.815216,63318900
2006-11-08,138.000000,139.050003,136.860001,138.910004,103.037758,87517800
2006-11-09,139.009995,139.139999,137.899994,138.179993,102.496239,95916300
2006-11-10,138.139999,138.339996,137.720001,138.240005,102.540787,48991500
2006-11-13,138.179993,139.039993,138.070007,138.580002,102.792984,59398200
2006-11-14,138.970001,139.740005,138.119995,139.619995,103.564407,96704000
2006-11-15,139.570007,140.449997,139.529999,140.020004,103.861099,76509600
2006-11-16,140.440002,140.679993,139.490005,140.380005,104.128159,76728800
2006-11-17,139.929993,140.429993,139.729996,140.419998,104.157791,56353800
2006-11-20,140.300003,140.740005,139.940002,140.500000,104.217194,69174200
2006-11-21,140.490005,140.669998,140.289993,140.639999,104.320999,51367900
2006-11-22,140.750000,141.160004,140.500000,140.919998,104.528687,45505300
2006-11-24,140.240005,140.839996,140.199997,140.350006,104.105843,30998000
2006-11-27,140.279999,140.350006,138.380005,138.419998,102.674271,84545100
2006-11-28,138.240005,139.160004,138.110001,139.020004,103.119331,106652900
2006-11-29,139.470001,140.529999,139.080002,140.470001,104.194908,90034900
2006-11-30,140.440002,141.050003,139.759995,140.529999,104.239410,83994300
2006-12-01,140.529999,140.660004,138.970001,140.220001,104.009468,126080000
2006-12-04,140.250000,141.550003,140.229996,141.289993,104.803139,87813200
2006-12-05,141.559998,141.960007,141.259995,141.899994,105.255608,73374400
2006-12-06,141.869995,142.070007,141.500000,141.779999,105.166618,53253200
2006-12-07,142.029999,142.300003,141.110001,141.160004,104.706718,62857400
2006-12-08,141.130005,141.899994,140.779999,141.419998,104.899536,79625500
2006-12-11,141.419998,142.089996,141.339996,141.830002,105.203682,39779400
2006-12-12,141.690002,141.869995,140.889999,141.720001,105.122086,77451600
2006-12-13,142.229996,142.339996,141.559998,141.869995,105.233360,55520200
2006-12-14,141.860001,143.240005,141.839996,143.119995,106.160568,64755200
2006-12-15,142.639999,142.889999,142.240005,142.339996,106.170280,70857400
2006-12-18,142.539993,142.880005,141.750000,141.949997,105.879356,48954600
2006-12-19,141.550003,142.559998,141.190002,142.220001,106.080788,65023600
2006-12-20,142.279999,142.660004,142.009995,142.139999,106.021065,41469600
2006-12-21,142.270004,142.429993,141.320007,141.619995,105.633194,48698400
2006-12-22,141.639999,141.649994,140.669998,140.750000,104.984314,62069100
2006-12-26,140.809998,141.610001,140.779999,141.580002,105.603371,32696900
2006-12-27,141.869995,142.600006,141.830002,142.509995,106.297020,39727100
2006-12-28,142.410004,142.699997,141.990005,142.210007,106.073265,37288800
2006-12-29,142.059998,142.539993,141.429993,141.619995,105.633194,45461200
2007-01-03,142.250000,142.860001,140.570007,141.369995,105.446724,94807600
2007-01-04,141.229996,142.050003,140.610001,141.669998,105.670509,69620600
2007-01-05,141.330002,141.399994,140.380005,140.539993,104.827637,76645300
2007-01-08,140.820007,141.410004,140.250000,141.190002,105.312485,71655000
2007-01-09,141.309998,141.600006,140.399994,141.070007,105.222954,75680100
2007-01-10,140.580002,141.570007,140.300003,141.539993,105.573547,72428000
2007-01-11,141.580002,142.619995,141.500000,142.160004,106.036011,54476800
2007-01-12,142.149994,143.240005,142.110001,143.240005,106.841553,55370600
2007-01-16,143.070007,143.440002,142.729996,142.960007,106.632706,44871300
2007-01-17,142.850006,143.460007,142.729996,143.020004,106.677460,50241400
2007-01-18,143.169998,143.259995,142.309998,142.539993,106.319435,68177300
2007-01-19,142.539993,143.100006,142.460007,142.820007,106.528282,56973000
2007-01-22,143.070007,143.100006,141.929993,142.380005,106.200104,60253600
2007-01-23,142.259995,143.080002,142.059998,142.800003,106.513329,54064400
2007-01-24,142.970001,143.979996,142.910004,143.949997,107.371162,55834700
2007-01-25,143.860001,143.919998,142.009995,142.259995,106.110573,73583800
2007-01-26,142.570007,142.649994,141.580002,142.130005,106.013641,67255600
2007-01-29,142.190002,142.800003,141.740005,142.050003,105.953964,66114600
2007-01-30,142.350006,142.860001,142.059998,142.789993,106.505890,70407600
2007-01-31,142.630005,144.130005,142.399994,143.750000,107.221954,91868600
2007-02-01,144.149994,144.660004,143.910004,144.610001,107.863449,69312400
2007-02-02,144.729996,144.949997,144.380005,144.809998,108.012619,49607000
2007-02-05,144.699997,144.940002,144.339996,144.850006,108.042450,45705300
2007-02-06,144.970001,145.029999,144.330002,144.889999,108.072266,57081300
2007-02-07,145.119995,145.360001,144.570007,145.210007,108.310982,55669700
2007-02-08,144.779999,145.119995,144.270004,145.020004,108.169258,70641000
2007-02-09,145.059998,145.330002,143.389999,143.940002,107.363640,79084400
2007-02-12,143.940002,144.039993,143.190002,143.449997,106.998199,65657000
2007-02-13,143.770004,144.899994,143.759995,144.660004,107.900711,64081800
2007-02-14,144.800003,145.899994,144.779999,145.610001,108.609329,66039400
2007-02-15,145.669998,145.949997,145.429993,145.800003,108.751022,38715200
2007-02-16,145.440002,145.759995,145.229996,145.729996,108.698845,39841800
2007-02-20,145.559998,146.199997,145.000000,146.039993,108.930077,56911800
2007-02-21,145.610001,146.070007,145.350006,145.979996,108.885323,63971600
2007-02-22,146.050003,146.419998,145.169998,145.869995,108.803261,79067400
2007-02-23,145.740005,145.789993,145.029999,145.300003,108.378105,71966200
2007-02-26,145.830002,145.949997,144.750000,145.169998,108.281151,69192800
2007-02-27,143.880005,144.199997,139.000000,139.500000,104.051895,274466500
2007-02-28,140.389999,141.979996,139.800003,140.929993,105.118530,177536300
2007-03-01,139.339996,141.250000,138.050003,140.509995,104.805260,212828600
2007-03-02,140.050003,140.660004,138.660004,138.669998,103.432808,162574000
2007-03-05,137.929993,139.580002,137.330002,137.350006,102.448265,143750400
2007-03-06,138.779999,140.119995,137.720001,139.699997,104.201050,143333300
2007-03-07,139.589996,140.460007,139.399994,139.559998,104.096649,115144900
2007-03-08,140.539993,141.160004,140.070007,140.740005,104.976860,117891600
2007-03-09,141.309998,141.419998,140.080002,140.779999,105.006706,107765100
2007-03-12,140.419998,141.339996,140.160004,140.990005,105.163292,80366900
2007-03-13,140.179993,140.770004,138.039993,138.250000,103.119545,190605200
2007-03-14,138.429993,139.360001,136.750000,139.279999,103.887840,231853800
2007-03-15,138.970001,139.990005,138.800003,139.470001,104.029526,132435900
2007-03-16,139.309998,139.630005,138.119995,138.529999,103.738251,121531600
2007-03-19,139.259995,140.330002,139.149994,140.199997,104.988831,96161200
2007-03-20,140.080002,141.050003,139.960007,140.970001,105.565422,82147400
2007-03-21,141.100006,143.649994,140.820007,143.289993,107.302773,152368700
2007-03-22,143.479996,143.679993,142.789993,143.179993,107.220390,118942200
2007-03-23,143.279999,143.809998,143.149994,143.389999,107.377670,74416800
2007-03-26,143.500000,143.649994,142.089996,143.199997,107.235382,113787500
2007-03-27,143.119995,143.160004,142.389999,142.860001,106.980751,99864600
2007-03-28,142.139999,142.470001,141.259995,141.820007,106.201981,152907900
2007-03-29,142.539993,142.610001,141.190002,141.970001,106.314293,139432700
2007-03-30,142.240005,142.839996,140.559998,142.000000,106.336769,128194100
2007-04-02,142.160004,142.460007,141.479996,142.160004,106.456589,79416400
2007-04-03,142.970001,143.979996,142.910004,143.690002,107.602310,82417800
2007-04-04,143.690002,143.949997,143.160004,143.850006,107.722130,63995200
2007-04-05,143.669998,144.440002,143.610001,144.240005,108.014206,46822800
2007-04-09,144.649994,144.800003,144.149994,144.440002,108.163979,50967400
2007-04-10,144.330002,144.850006,144.270004,144.610001,108.291260,56620000
2007-04-11,144.820007,144.860001,143.539993,144.020004,107.849449,106365700
2007-04-12,143.740005,144.919998,143.339996,144.660004,108.328690,115534400
2007-04-13,144.899994,145.320007,144.360001,145.320007,108.822952,84287000
2007-04-16,145.830002,146.860001,145.820007,146.699997,109.856323,83064600
2007-04-17,146.970001,147.399994,146.649994,147.089996,110.148369,108424100
2007-04-18,146.600006,147.699997,146.570007,147.270004,110.283226,88345300
2007-04-19,146.550003,147.399994,146.360001,147.229996,110.253258,102947700
2007-04-20,148.220001,148.619995,147.039993,148.619995,111.294128,124114100
2007-04-23,148.369995,148.729996,147.970001,148.059998,110.874779,77270800
2007-04-24,148.229996,148.399994,147.320007,148.119995,110.919708,114471000
2007-04-25,148.729996,149.660004,148.020004,149.479996,111.938118,108418800
2007-04-26,149.490005,149.800003,149.100006,149.649994,112.065453,88741600
2007-04-27,149.089996,149.740005,148.839996,149.529999,111.975548,108191100
2007-04-30,149.639999,149.740005,148.210007,148.289993,111.047005,100874100
2007-05-01,148.419998,149.470001,147.669998,148.669998,111.331566,134342700
2007-05-02,148.899994,149.949997,148.750000,149.539993,111.983063,87129800
2007-05-03,149.970001,150.399994,149.729996,150.350006,112.589661,86569700
2007-05-04,150.750000,151.119995,150.220001,150.919998,113.016495,96409000
2007-05-07,150.880005,151.199997,150.809998,150.949997,113.038963,63461400
2007-05-08,150.580002,150.919998,150.130005,150.750000,112.889206,80584000
2007-05-09,150.639999,152.820007,150.369995,151.160004,113.196213,102070100
2007-05-10,150.729996,151.020004,149.270004,149.580002,112.013054,153617800
2007-05-11,149.750000,150.929993,149.720001,150.860001,112.971558,113408900
2007-05-14,150.860001,151.300003,149.789993,150.529999,112.724396,108027500
2007-05-15,150.699997,151.660004,150.190002,150.570007,112.754425,180673300
2007-05-16,150.800003,151.630005,150.380005,151.600006,113.525757,114166500
2007-05-17,151.380005,151.960007,151.110001,151.300003,113.301041,101132800
2007-05-18,152.009995,152.619995,151.809998,152.619995,114.289543,99182000
2007-05-21,152.580002,153.229996,152.500000,152.539993,114.229591,174664600
2007-05-22,152.699997,153.160004,152.380005,152.419998,114.139816,82148800
2007-05-23,152.949997,153.500000,152.360001,152.440002,114.154762,133786600
2007-05-24,152.529999,153.210007,150.740005,151.059998,113.121315,187593000
2007-05-25,151.500000,152.020004,151.179993,151.690002,113.593155,83309200
2007-05-29,151.940002,152.500000,151.449997,152.240005,114.004929,82020000
2007-05-30,151.460007,153.539993,151.339996,153.479996,114.933517,129013600
2007-05-31,153.669998,153.889999,153.119995,153.320007,114.813766,114866700
2007-06-01,153.880005,154.399994,153.509995,154.080002,115.382866,107771700
2007-06-04,153.539993,154.389999,153.479996,154.100006,115.397789,78008800
2007-06-05,153.740005,153.899994,152.860001,153.490005,114.941040,126917900
2007-06-06,152.860001,152.949997,151.750000,151.839996,113.705452,164096800
2007-06-07,151.559998,152.500000,149.059998,149.100006,111.653595,232414600
2007-06-08,149.580002,151.190002,149.089996,151.039993,113.106361,175886000
2007-06-11,150.929993,151.949997,150.699997,151.300003,113.301041,102015600
2007-06-12,150.669998,151.539993,149.550003,149.649994,112.065453,233898000
2007-06-13,150.500000,152.070007,149.720001,151.889999,113.742859,193208200
2007-06-14,152.059998,153.119995,152.029999,152.860001,114.469246,146396500
2007-06-15,153.139999,153.660004,152.929993,153.070007,115.120605,154030800
2007-06-18,153.380005,153.389999,152.660004,152.889999,114.985191,88537500
2007-06-19,152.550003,153.380005,152.360001,153.270004,115.271042,110851700
2007-06-20,153.580002,153.580002,150.960007,151.139999,113.669060,177119700
2007-06-21,151.080002,152.110001,150.250000,151.979996,114.300789,205262000
2007-06-22,151.520004,151.770004,149.850006,150.550003,113.225296,204964700
2007-06-25,150.240005,151.250000,149.020004,149.830002,112.683807,232014400
2007-06-26,150.210007,150.460007,148.279999,148.289993,111.525620,198445700
2007-06-27,148.130005,150.570007,148.059998,150.399994,113.112511,213638000
